Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
  GIANT TEDDY BEAR  ,Caramel mocha,Fabric,Giant dots,Ribbon,Yes,Yes,Yes,8,NFS,6300,Beige,Blue,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_1_2,1_2,1504,Q6ZmozMabKDPBMH5Z
MUSH LAMP,Yellow mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1600,Yellow,Yellow,1x1,NA,Crafting,,1.0.0,garden,None,mush,None,Yes,Lamp,Yes,Does not play music,Fluorescent,Not for sale,FtrMushroomLamp_Remake_4_0,4_0,805,75rpYquohgtznCDTt
  scattered papers  ,NA,NA,Illustrations,Writing,Yes,No,Yes,2,NFS,400,White,Light blue,1.5x1.5,NA,Crafting,,1.0.0,den,office,None,None,Yes,Study,No,Does not play music,No lighting,Not for sale,FtrFloorpapers_Remake_0_2,0_2,4034,tvGnfcrHedLLNXriQ
  bunk bed  ,Black,NA,Space,Bedding,No,No,Yes,2,5000,1250,Black,Light blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,facility,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrBunkbed_Remake_1_3,1_3,8298,bhtn73rcxo7Rgb3yy
climbing wall,Natural,NA,NA,NA,No,No,No,NA,4300,1075,Beige,Colorful,2x0.5,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,fitness,None,None,None,No,Sports,Yes,Does not play music,No lighting,For sale,FtrClimbingwall_Remake_0_0,0_0,4006,6Ba5KcWpRFuTCKP2S
  digital scale  ,White,NA,Polka dots,Design,No,No,Yes,1,930,,White,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,bathroom,None,None,None,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrWeightscale_Remake_0_2,0_2,3307,q2vkRxfDP6A3KmQid
gong,Red,Frame,NA,NA,Yes,Yes,No,7,NFS,5100,Red,Yellow,2x1,NA,Crafting,,1.0.0,zen-style,None,None,None,Yes,Musical Instrument,Yes,Does not play music,No lighting,Not for sale,FtrTamtam_Remake_1_0,1_0,4075,oJ4sGyRjLYmATxLbC
  drum set  ,Pearl white,NA,Rock logo,Bass drum head,No,No,Yes,2,5600,1400,White,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_2_4,2_4,1803,YY9DThLxragxuCtsb
cardboard sofa,Labeled,Cardboard,NA,NA,Yes,Yes,No,1,NFS,120,White,Beige,2x1,NA,Crafting,,1.0.0,garage,None,cardboard,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrCardboardSofaL_Remake_1_0,1_0,7159,3mRAPxkYPuFFet5Jc
PET BED,White,NA,Polka dots,Cushion,No,No,Yes,1,1100,275,White,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,pet,Yes,Chair,No,Does not play music,No lighting,For sale,FtrPetBed_Remake_2_2,2_2,7802,CjHKzXXbMFpczeeBZ
electric kick scooter,Yellow,NA,NA,NA,No,No,No,NA,4400,1100,Yellow,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,garden,None,None,Yes,Sports,Yes,Does not play music,Spotlight,For sale,FtrKickboardElectric_Remake_2_0,2_0,7654,ddvhgDzTntvydumBG
garbage can,NA,NA,NA,NA,No,No,No,NA,960,240,Gray,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garage,None,None,None,Trash,Supplies,Yes,Does not play music,No lighting,For sale,FtrPaleTinplate,NA,2555,Bk3cCgCbsHn8wj5dd
  LECTURE-HALL DESK  ,Dark brown,NA,NA,NA,No,No,No,NA,2500,625,Brown,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,school,None,None,lecture hall,No,Desk,No,Does not play music,No lighting,For sale,FtrTableCollage_Remake_1_0,1_0,2014,88iDCFbBWvPBNZ5vT
WOODEN TABLE,Green,Paint color,None,Tablecloth,Yes,Yes,Yes,4,NFS,1800,Green,Green,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrWoodenTableL_Remake_5_0,5_0,3439,W8AvTxBDavd6kjhSA
  ANCHOR STATUE  ,Silver,Color,NA,NA,No,Yes,No,2,NFS,1400,Gray,Beige,1x1,NA,Fishing Tourney,,1.0.0,ocean,None,None,None,No,Seaside,Yes,Does not play music,No lighting,Not for sale,FtrShipanchor_Remake_1_0,1_0,7238,hdZokWHmfoFTt2FjM
rattan waste bin,White,NA,NA,NA,No,No,No,NA,1000,250,White,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Trash,Supplies,No,Does not play music,No lighting,For sale,FtrRattanTrashbox_Remake_3_0,3_0,4045,8A7Z2nS6KrH2rWxT4
  drinking fountain  ,Black,Color,NA,NA,Yes,Yes,No,4,NFS,2700,Black,Black,1x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrDrinkingfountain_Remake_3_0,3_0,2319,qsxAsMBP75nzCcjFh
KITTY LITTER BOX,Light blue,NA,NA,NA,No,No,No,NA,1100,275,Light blue,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,pet,No,Bathroom Things,No,Does not play music,No lighting,For sale,FtrPetWC_Remake_3_0,3_0,7803,b2nkCAwQZgrj7fjCF
  vacuum cleaner  ,Green,NA,NA,NA,No,No,No,NA,3800,950,Green,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleaner_Remake_2_0,2_0,907,8kRZWmkgSPsBHQJgc
floor light,Purple,NA,NA,NA,No,No,No,NA,,550,Orange,Orange,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,Yes,Does not play music,Spotlight,For sale,FtrGrandlight_Remake_4_0,4_0,7135,vLsdnN6rNEzb3Jge2
rock guitar,Orange-yellow,NA,Familiar logo,Sticker area,No,No,Yes,2,3100,775,Yellow,Black,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_4_1,4_1,1644,PNDgcTjSGf2fbiEnA
log bed,White wood,Lumber type,Bears,Bedding,Yes,Yes,Yes,6,NFS,3600,Beige,Brown,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrLogBedW_Remake_2_2,2_2,4041,h2F43bfYWx9EPkkyT
  tire stack  ,Colorful,Tire color,NA,NA,Yes,Yes,No,1,NFS,60,Colorful,Colorful,1x1,NA,Crafting,,1.0.0,garage,garden,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrTyres_Remake_2_0,2_0,1189,W95AbokQCxuMmy6Zz
  outdoor bench  ,Red,NA,Orange,Seat,No,No,Yes,1,1300,325,Red,Orange,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,For sale,FtrOutdoorchairM_Remake_4_4,4_4,3947,j79N9NP7Huo8C4hde
  log chair  ,Dark wood,Lumber type,Southwestern flair,Cushion,Yes,Yes,Yes,3,NFS,960,Brown,Colorful,1x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaS_Remake_0_1,0_1,4039,DNaS4awK4G9nxe2Wb
stone tablet,Mossy,Color,NA,NA,Yes,Yes,No,3,NFS,1800,Gray,Green,2x2,NA,Crafting,,1.0.0,garden,horror,None,None,No,Japanese Style,No,Does not play music,No lighting,Not for sale,FtrRockMonument_Remake_1_0,1_0,11943,Z9xtz8hxrYRd68rmL
changing room,Dark brown,NA,Green,Curtain,No,No,Yes,2,3700,925,Brown,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_3_6,3_6,1816,TuEo85hZGTKmhF8Ti
  floor light  ,Blue,NA,NA,NA,No,No,No,NA,,550,Blue,Blue,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,Yes,Does not play music,Spotlight,For sale,FtrGrandlight_Remake_5_0,5_0,7135,hv4fueX9Gwj2CGhn4
BIRDBATH,Natural,Body color,NA,NA,Yes,Yes,No,2,NFS,900,Brown,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Garden,Yes,Does not play music,No lighting,Not for sale,FtrBirdbus_Remake_0_0,0_0,331,wyL9kF8kd7kXHMNE7
  floor seat  ,Natural,NA,Pale grass green,Cushion,No,No,Yes,1,730,182,Brown,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_0_0,0_0,3622,D3xfAqv6A3YsQf2Yy
street organ,Yellow,NA,NA,NA,No,No,No,NA,5000,,Yellow,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,fancy,None,None,Yes,Musical Instrument,Yes,Does not play music,No lighting,For sale,FtrStreetorgan_Remake_2_0,2_0,4070,inWX95a2qRRxCdwWE
  GRAND ATLAS MOTH MODEL  ,NA,NA,NA,NA,No,No,No,NA,NFS,,Brown,Brown,2x2,NA,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectYonagunisanToy,NA,7109,S5Mb53g2SsFfSdMEj
plastic pool,Colorful,NA,NA,NA,No,No,No,NA,,775,Colorful,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,garden,None,None,None,Yes,Garden,Yes,Does not play music,No lighting,For sale,FtrGardenpool_Remake_4_0,4_0,3348,H49rmdBtnssE52nm2
  pear bed  ,Le Lectier,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2720,Yellow,Beige,2x1,NA,Crafting,,1.0.0,fancy,None,fruits,pear,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrFruitsBedS_Remake_1_0,1_0,4546,D5467r6GHZbMtcyxe
  futon  ,NA,NA,Blue,Bedding,No,No,Yes,1,1600,400,White,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,None,None,None,Yes,Bed,No,Does not play music,No lighting,For sale,FtrFuton_Remake_0_1,0_1,3230,WnaZSYa2bBQY6YvYG
  SIGNPOST  ,Airport,Navigation,NA,NA,Yes,Yes,No,1,NFS,,Beige,Brown,1x1,NA,Crafting,,1.0.0,garden,None,None,None,No,Ranch,Yes,Does not play music,No lighting,Not for sale,FtrSignpost_Remake_4_0,4_0,3588,MJdC6k2inRvsRk7gc
birdcage,Pink,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Pink,Yellow,1x1,NA,Crafting,,1.0.0,living room,None,None,None,Yes,Animal,No,Does not play music,No lighting,Not for sale,FtrBirdcage_Remake_1_0,1_0,865,PviqhEbsZxbvL43yz
  diner sofa  ,Blue,NA,NA,NA,No,No,No,NA,3500,875,Blue,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrAmeretroChairL_Remake_1_0,1_0,4141,58fRQYYnQZrcQBDNs
  wooden simple bed  ,Blue,Paint color,Green,Bedding,Yes,Yes,Yes,4,NFS,2160,Blue,Green,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_6_3,6_3,2605,woE5WAuopNRXbbqwk
giant teddy bear,Checkered,Fabric,White,Ribbon,Yes,Yes,Yes,8,NFS,,Purple,White,3x3,NA,Crafting,,1.0.0,fancy,child's room,None,bear,No,Animal,No,Does not play music,No lighting,Not for sale,FtrBearXL_Remake_4_1,4_1,1504,MjuLBzwiqPhjto24q
go board,NA,NA,NA,NA,No,No,No,NA,1800,450,Orange,Orange,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,living room,None,None,No,Toy,No,Does not play music,No lighting,For sale,FtrGo,NA,981,t7Npmhjrh8ieMWZHm
stall,White,Variation,Green stripes,Curtain,Yes,Yes,Yes,3,NFS,1440,White,Green,2x1,NA,Crafting,,1.0.0,shop,party,None,None,No,Shop,Yes,Does not play music,No lighting,Not for sale,FtrFloat_Remake_5_1,5_1,3617,MRYhaWJZ79oN7k5Ye
SHADED FLOOR LAMP,White,NA,NA,NA,No,No,No,NA,1700,425,White,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Lamp,No,Does not play music,Fluorescent,For sale,FtrLampMount_Remake_7_0,7_0,4572,ginqgQTYQjXAffTnL
  DINER NEON SIGN  ,Orange,NA,NA,NA,No,No,No,NA,3900,975,Yellow,Orange,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,Yes,Lamp,No,Does not play music,Emission,For sale,FtrAmeretroNeon_Remake_1_0,1_0,4143,PhE58498vnHY8SK5A
loft bed with desk,Light blue,NA,White,Bedding,No,No,Yes,3,7700,1925,Light blue,White,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_6_0,6_0,3621,KQHQYBAiicxC3wsno
loft bed with desk,Natural,NA,Black,Bedding,No,No,Yes,3,7700,1925,Beige,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,None,None,None,Yes,Desk,No,Does not play music,No lighting,For sale,FtrBeddesk_Remake_0_1,0_1,3621,kP7NpXq5BAQhpzYem
  CLACKERCART  ,Colorful,Paint color,NA,NA,Yes,Yes,No,2,NFS,960,Yellow,Colorful,1x1,NA,Crafting,,1.0.0,child's room,None,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrKatakatatoy_Remake_1_0,1_0,80,dB8XkZvWGRDSHS2Ry
floor seat,Dark wood,NA,Mustard yellow,Cushion,No,No,Yes,1,,182,Red,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,zen-style,child's room,None,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrFloorchair_Remake_2_1,2_1,3622,KRAJEaRTRpjxpkLYN
  fireplace  ,White,NA,NA,NA,No,No,No,NA,5900,1475,White,Gray,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,expensive,None,None,Yes,Fireplace,No,Does not play music,No lighting,For sale,FtrFireplace_Remake_3_0,3_0,742,yTmsJqwt6nTgEetbo
changing room,Black,NA,Green,Curtain,No,No,Yes,2,3700,925,Black,Green,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_4_6,4_6,1816,tbo33Z2LABD7wBoLi
  rattan stool  ,White,NA,NA,NA,No,No,No,NA,2900,725,Light blue,White,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,Yes,Chair,No,Does not play music,No lighting,For sale,FtrRattanStool_Remake_3_0,3_0,4047,w7pwApipfeB9Xv776
upright vacuum,Green,NA,NA,NA,No,No,No,NA,2500,625,Green,Black,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,None,None,Yes,Home Appliances,No,Does not play music,No lighting,For sale,FtrCleanerStick_Remake_5_0,5_0,908,djGvyBHAQH9Ja9SKE
  DINER COUNTER TABLE  ,Blue,NA,NA,NA,No,No,No,NA,,1500,Blue,Gray,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,None,diner,None,No,Table,No,Does not play music,No lighting,For sale,FtrAmeretroCounter_Remake_1_0,1_0,4139,aTh2TfYiRdXxvo8Rt
RATTAN LOW TABLE,Gray,NA,NA,NA,No,No,No,NA,2900,725,Blue,Blue,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,None,rattan,None,No,Table,No,Does not play music,No lighting,For sale,FtrRattanTableM_Remake_4_0,4_0,4054,zg3To8Z5fg9bWqHwa
DRUM SET,Golden yellow,NA,Rock logo,Bass drum head,No,No,Yes,2,5600,1400,Orange,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrDrumSet_Remake_0_4,0_4,1803,9A4Q2SmtfM2yEpMLJ
  ELABORATE KIMONO STAND  ,Hawk,NA,NA,NA,No,No,No,NA,220000,,Green,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,zen-style,expensive,None,None,No,Japanese Style,No,Does not play music,No lighting,For sale,FtrKimonostandRich_Remake_4_0,4_0,7865,WtGpNRZdtJ8kFaEKD
  PEAR BED  ,La France,Fruit type,NA,NA,Yes,Yes,No,4,NFS,2720,Green,Beige,2x1,NA,Crafting,,1.0.0,fancy,None,fruits,pear,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrFruitsBedS_Remake_0_0,0_0,4546,6yWEA3abya4d34k94
REFRIGERATOR,Brown,NA,Notices,Sticker area,No,No,Yes,2,5100,1275,Brown,Colorful,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,kitchen,shop,None,None,Wardrobe,Home Appliances,No,Does not play music,No lighting,For sale,FtrRefrigerator_Remake_5_4,5_4,2713,P73BQAgjfJHDMpXTM
DOUBLE SOFA,Light brown,NA,NA,NA,No,No,No,NA,4300,1075,Orange,Orange,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Sofa,No,Does not play music,No lighting,For sale,FtrSofaL_Remake_5_0,5_0,2554,FTAzAxnhcegy2HrJo
  shell fountain  ,Yellow,Shell color,NA,NA,Yes,Yes,No,7,NFS,9450,Yellow,Yellow,1.5x1.5,NA,Crafting,,1.0.0,ocean,expensive,shell,None,Yes,Playground,Yes,Does not play music,No lighting,Not for sale,FtrShellFountain_Remake_3_0,3_0,3982,bseA8tHkwhS29sYC4
barbecue,Yellow,NA,NA,NA,No,No,No,NA,2500,625,Yellow,Colorful,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Outdoors Decor,Yes,Does not play music,No lighting,For sale,FtrBarbecuegrill_Remake_1_0,1_0,330,XvEi9AfrWodjqcnnt
swinging bench,Red wood,Lumber type,NA,NA,Yes,Yes,No,2,NFS,1440,Red,Red,2x1,NA,Crafting,,1.0.0,garden,None,None,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrSwingWood_Remake_3_0,3_0,1170,dbkExudugvpmv6P8x
  director's chair  ,Dark brown,NA,Natural white,Fabric,No,No,Yes,1,1600,400,Brown,White,1x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Chair,Yes,Does not play music,No lighting,For sale,FtrDirectorchair_Remake_1_0,1_0,2020,8BqF66JW6uaT2ERoR
  changing room  ,Gray,NA,Purple,Curtain,No,No,Yes,2,,925,White,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_0_1,0_1,1816,ix23xBZAgkNvgMz37
mush log,Ordinary mushroom,Mushroom type,NA,NA,Yes,Yes,No,3,NFS,1680,Brown,Brown,1x1,NA,Crafting,,1.0.0,facility,garden,mush,None,No,Desk,Yes,Does not play music,No lighting,Not for sale,FtrMushroomPulpwood_Remake_0_0,0_0,3808,X28QA9bYxyXzAY9Ri
CHANGING ROOM,Green,NA,Purple,Curtain,No,No,Yes,2,3700,925,Light blue,Purple,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,facility,None,None,Wardrobe,Shop,No,Does not play music,No lighting,For sale,FtrFittingroom_Remake_7_1,7_1,1816,9Fh8KaoZoZk3X5fdh
  WEDDING FLOWER STAND  ,Chic,Design,NA,NA,No,Yes,No,2,4000,1000,White,Yellow,1x1,NA,Wedding Season,,1.2.0,party,expensive,wedding,None,No,Plants,No,Does not play music,No lighting,Not for sale,FtrWeddingFlower_Remake_1_0,1_0,12411,SZjEFNTzfvmrBTATX
frozen table,Ice yellow,Illumination,NA,NA,Yes,Yes,No,7,NFS,,Yellow,Yellow,2x2,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIceTableL_Remake_3_0,3_0,3497,SmobKKJMeFPvGk5HC
  water cooler  ,Black,NA,NA,NA,No,No,No,NA,3400,850,Black,Blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,office,None,None,Yes,Facility Decor,No,Does not play music,No lighting,For sale,FtrWaterserver_Remake_1_0,1_0,1232,3tdHRb7Extgyvk5SF
MUSH PARASOL,Strange mushroom,Mushroom type,NA,NA,Yes,Yes,No,2,NFS,1200,Gray,Brown,2x2,NA,Crafting,,1.0.0,garden,None,mush,None,No,Plants,Yes,Does not play music,No lighting,Not for sale,FtrMushroomParasol_Remake_2_0,2_0,3805,uiHMZyCL9Ad8Fuy4T
  rock guitar  ,Cool blue,NA,None,Sticker area,No,No,Yes,2,3100,775,Blue,White,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_7_0,7_0,1644,fi9SwywkscdbfDJ5a
  whirlpool bath  ,White,NA,NA,NA,No,No,No,NA,130000,32500,White,White,2x2,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",1.0.0,bathroom,expensive,None,None,Yes,Bathtub,No,Does not play music,No lighting,For sale,FtrJacuzzi_Remake_0_0,0_0,1840,rTtFx2PRtiPbwN58b
  DRINK MACHINE  ,Green,NA,Orange juice,Advertisement panel,No,No,Yes,7,NFS,10000,Green,Orange,1x1,2000,Nook Miles Shop,,1.0.0,shop,facility,None,None,Yes,Facility Decor,Yes,Does not play music,Monitor,Not for sale,FtrDrinkmachine_Remake_4_0,4_0,1802,4XfpCWvroHBS2cyy9
frozen arch,Ice yellow,Illumination,NA,NA,Yes,Yes,No,7,NFS,9000,Yellow,Yellow,3x1,NA,Crafting,,1.0.0,freezing cold,None,frozen,None,No,Arch,Yes,Does not play music,No lighting,Not for sale,FtrIceGate_Remake_3_0,3_0,3499,AKkzRGR8bhiyZJzxk
soft-serve lamp,Pale sky,NA,NA,NA,No,No,No,NA,3000,,Light blue,Beige,1x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,fancy,None,None,Yes,Lamp,Yes,Does not play music,Fluorescent,For sale,FtrLampSoftcream_Remake_3_0,3_0,3416,Jxo5EY4WdvFarktBX
  ROCK GUITAR  ,Cosmo black,NA,Handwritten logo,Sticker area,No,No,Yes,2,3100,775,Black,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,concert,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrElectricguitar1_Remake_2_5,2_5,1644,vacan7uy4zG7XvKrb
UPRIGHT LOCKER,White,NA,Notes,Sticker area,No,No,Yes,2,3700,925,White,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,school,facility,None,None,Wardrobe,Chest,No,Does not play music,No lighting,For sale,FtrLocker_Remake_1_4,1_4,833,sMbu92zCSz8gMnjFN
LOG CHAIR,White wood,Lumber type,Geometric print,Cushion,Yes,Yes,Yes,3,NFS,960,Beige,Colorful,1x1,NA,Crafting,,1.0.0,garden,living room,log,None,Yes,Sofa,No,Does not play music,No lighting,Not for sale,FtrLogSofaS_Remake_2_2,2_2,4039,7MTHmTmqpN65zxGDW
RETRO GAS PUMP,White,NA,Yellow oil,Lamp,No,No,Yes,1,,675,White,Red,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,garden,shop,diner,None,Yes,Vehicle,Yes,Does not play music,No lighting,For sale,FtrAmeretroGasstand_Remake_3_0,3_0,4140,gP3hKTq42SqAiAbeR
  wooden double bed  ,Pink wood,Paint color,Orange,Bedding,Yes,Yes,Yes,6,NFS,3600,Pink,Orange,2x2,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedW_Remake_7_0,7_0,7132,8yPWZ2TevahYQWWPf
outdoor table,Blue,NA,Blue,Table,No,No,Yes,1,,550,Blue,Blue,2x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,outdoors,None,None,None,No,Table,Yes,Does not play music,No lighting,For sale,FtrOutdoortableM_Remake_3_3,3_3,3946,6pSv6EhcLyScP4FbQ
log dining table,Orange wood,Lumber type,None,Placemats,Yes,Yes,Yes,4,,1800,Orange,Orange,2x2,NA,Crafting,,1.0.0,garden,living room,log,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrLogTableL_Remake_1_0,1_0,4040,Cdcv2Gj5shBG3oWdZ
  WOODEN SIMPLE BED  ,Pink wood,Paint color,Blue,Bedding,Yes,Yes,Yes,4,NFS,2160,Pink,Light blue,2x1,NA,Crafting,,1.0.0,child's room,living room,wooden,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrWoodenBedS_Remake_7_2,7_2,2605,554r3tt8jMmz2PXJr
